Country,Year,Value
Germany,2000,-7.669696317
United States,2004,0.727756321
France,2004,5.603607486
United Kingdom,2004,2.784550636
Italy,2004,2.97348197
United Kingdom,2002,5.333423577
Italy,2002,-5.519628446
Spain,2002,5.745095103
Japan,2002,-0.454785544
Germany,2002,-5.876595649
Spain,2003,3.566269156
Japan,2003,1.165540996
United States,2003,-1.676521387
France,2003,1.68069857
United States,2001,5.069972162
France,2001,-2.303238532
United Kingdom,2001,-1.135042449
Italy,2001,-1.192001925
Germany,2005,-1.984920333
Japan,2005,2.483300484
Spain,2005,11.08920282
United States,2006,3.458631832
France,2006,-2.121084626
United Kingdom,2007,25.0248477
Italy,2007,6.506997286
Germany,2007,1.903153001
Japan,2008,-14.36312202
Spain,2008,5.199102842
Germany,2008,-1.642710087
United Kingdom,2021,5.433999304
Japan,2021,8.057968831
United Kingdom,2010,-1.765169961
Italy,2010,4.556146886
Spain,2010,-3.855116231
Japan,2010,0.146654087
Germany,2010,3.5725415
United States,2009,24.24766431
France,2009,6.715219167
Canada,2009,-0.918862533
United Kingdom,2009,-6.251596288
Italy,2009,-0.521942292
Spain,2011,-4.370334464
Japan,2011,-1.571293987
United States,2011,0.305627683
France,2011,6.58889609
Canada,2011,3.176090993
United States,2012,9.194552635
Canada,2012,1.637869285
France,2012,2.322420659
United Kingdom,2012,1.422014439
Italy,2012,1.730696435
Japan,2016,-1.78895154
Spain,2016,3.10623928
Germany,2016,-3.299996662
United States,2014,5.096411993
France,2014,1.274627457
Canada,2014,1.840582107
United Kingdom,2015,-4.557052232
Italy,2015,-1.07847368
Germany,2015,-0.89197061
Germany,2013,6.190717365
Japan,2013,8.556976049
Spain,2013,-9.554555534
United States,2018,-0.13214715
Italy,2018,-0.39532593
Spain,2018,6.271133538
Japan,2018,0.355888876
France,2017,0.518301813
Canada,2017,5.731572739
United States,2017,-1.953296242
Italy,2017,-0.152574836
United Kingdom,2019,-2.664476034
Spain,2019,-3.416795164
Japan,2019,-1.417209779
France,2019,1.708067895
Canada,2019,1.580259614
Germany,2021,6.778950268
Spain,2021,-0.736803962
United Kingdom,1991,0.60916066
Italy,1991,4.362057179
United Kingdom,1994,2.378522765
Italy,1994,-1.741083719
United Kingdom,1993,4.523637733
Italy,1993,10.44174345
France,2022,-0.592323791
France,1970,8.357378941
France,1975,-5.672577643
France,1976,6.941559341
France,1978,5.212924606
France,1984,3.877450099
France,1983,7.158685808
France,1986,2.129925453
France,1994,0.548734108
France,1991,2.887009408
France,1992,-3.513503528
Germany,1995,-3.849529887
Germany,1996,0.593692322
United Kingdom,1997,5.743885772
Italy,1997,2.489850991
Germany,2003,-15.58277789
United Kingdom,1998,3.467910306
Italy,1998,0.164060909
Spain,1998,8.527034385
Japan,1998,-4.538794621
Germany,1998,1.742184804
Spain,1999,7.386254004
Japan,1999,-1.988012759
United States,1999,9.692144424
France,1999,6.211718692
Spain,2001,9.757701285
Japan,2001,-2.350729959
Italy,2022,-3.000360655
United States,2002,-0.708656898
France,2002,4.041028981
United States,2000,9.465414467
France,2000,9.200812909
United Kingdom,2000,5.247636319
Italy,2000,6.679743604
Spain,2007,8.438826977
Japan,2007,3.875448517
United States,2007,-3.741782423
France,2007,7.436448529
United Kingdom,2006,-2.378155032
Italy,2006,5.063621462
Spain,2006,12.69855535
Japan,2006,-0.200150548
Germany,2006,-2.287996929
United Kingdom,2005,14.45666626
Italy,2005,6.458329415
United States,2008,-12.95429552
France,2008,1.349300516
Canada,2008,-0.408321815
United Kingdom,2008,1.634822863
Italy,2008,-0.91277447
Germany,2004,-7.844518445
United States,2010,-3.590760478
France,2010,0.38268723
Canada,2010,1.57646111
United States,2021,7.150534072
Italy,2021,-1.891636555
Spain,2009,-6.254587396
Japan,2009,0.258779131
Germany,2012,-1.842598236
Spain,2015,-6.368883312
Japan,2015,3.295237668
United States,2015,3.414225269
France,2015,0.194424951
Canada,2015,4.804085543
Germany,2011,2.00959567
United Kingdom,2017,6.340156188
Spain,2017,-0.064984014
Japan,2017,1.992403987
United Kingdom,2018,-1.778061031
France,2018,7.200476671
Canada,2018,0.756517858
United Kingdom,2013,-4.697197047
Italy,2013,-2.91044938
United Kingdom,2020,-1.555849112
United States,2016,1.503861075
France,2016,-0.310016994
Canada,2016,1.791095652
United Kingdom,2016,7.220618529
